订单编号,富龙实收金额,通联实扣金额
2005880000052431722415699182468610,66.67,66.67
2005880000052431722430499378586652,91.67,91.67
2005880000052431722408793930990299,40.67,40.67
2005880000052431722392152488818884,35.5,35.5
B2024073118000630771,204.93,204.93
B2024073118000630771,204.93,204.93
2005880000052431722406894861374784,650,650
2005880000052431722377650299807759,41.67,41.67
2005880000052431722377650981749581,41.67,41.67
B2024073110000020189,41.67,41.67
2005880000052431722432429458067358,491.67,491.67
2005880000052431722432415247873685,491.67,491.67
2005880000052431722394255777771490,533.33,533.33
2005880000052431722419938857600651,166.67,166.67
2005880000052431722408747585361518,41.67,41.67
2005880000052431722358938629245667,83.33,83.33
2005880000052431722358869911785850,83.33,83.33
2005880000052431722359165869881514,41.67,41.67
2005880000052431722408741079965303,41.67,41.67
2005880000052431722430077717084710,50,50
2005880000052431722408741730376312,41.67,41.67
2005880000052431722441292606270182,108.33,108.33
2005880000052431722430949092598727,166.67,166.67
2005880000052431722408365135378201,350,350
2005880000052431722433052962930610,166.67,166.67
2005880000052431722386699450725658,83.33,83.33
B2024073117000337023,58.33,58.33
2005880000052431722396805477544464,141.67,141.67
2005880000052431722396438453473628,200,200
2005880000052431722389323709264015,158.33,158.33
2005880000052431722411248394054621,41.67,41.67
2005880000052431722440850632424451,83.33,83.33
2005880000052431722357382906894790,125,125
B240731080855685076,500,500
2005880000052431722422356455065342,166.67,166.67
2005880000052431722359737800448612,83.33,83.33
2005880000052431722436033569048144,41.67,41.67
2005880000052431722408743609067111,75,75
2005880000052431722357993729867662,833.33,833.33
2005880000052431722427760437444012,216.67,216.67
2005880000052431722392600478547808,222.22,222.22
2005880000052431722419896163775498,41.67,41.67
2005880000052431722397360958393941,208.33,208.33
2005880000052431722372399400080126,433.33,433.33
B240731110455693075,183.34,183.34
2005880000052431722423141701987441,225,225
2005880000052431722392390677949381,66.67,66.67
2005880000052431722392413971741914,66.67,66.67
B2024073110000012906,25,25
2005880000052431722394357472933185,91.67,91.67
B240731153730711628,116.66,116.66
2005880000052431722415762458860526,55.56,55.56
2005880000052431722389015017523027,208.33,208.33
2005880000052431722393125765447460,41.67,41.67
2005880000052431722440866172394305,75,75
2005880000052431722433049474440508,833.33,833.33
B2024073110000020199,100,100
2005880000052431722433050394331445,83.33,83.33
2005880000052431722424451502819894,91.67,91.67
2005880000052431722415769129066021,77.78,77.78
2005880000052431722422358856539147,33.6,33.6
2005880000052431722376224960450960,41.67,41.67
2005880000052431722415925104586089,75,75
2005880000052431722400047785802065,83.33,83.33
2005880000052431722394121143868417,50,50
2005880000052431722433398292412604,100,100
2005880000052431722415817426500094,91.67,91.67
2005880000052431722415925835276745,91.67,91.67
2005880000052431722392415576599493,75,75
2005880000052431722392392218132139,75,75
2005880000052431722384178171187114,416.67,416.67
2005880000052431722417436724998408,208.33,208.33
2005880000052431722417437337297876,50,50
2005880000052431722380640390823012,41.67,41.67
2005880000052431722381421754552145,58.33,58.33
2005880000052431722430854032217781,175,175
2005880000052431722376225657704719,41.67,41.67
B240731153656711535,375,375
2005880000052431722416686770538459,125,125
2005880000052431722416654769158652,125,125
2005880000052431722392404284282622,66.67,66.67
2005880000052431722396804911864203,158.33,158.33
B2024073117000336397,375,375
B2024073117000336510,45.44,45.44
2005880000052431722413253416192217,66.67,66.67
2005880000052431722413143900070125,66.67,66.67
B240731095812688518,133.34,133.34
2005880000052431722390880904288318,66.67,66.67
2005880000052431722402410641968270,75,75
2005880000052431722402391607846747,75,75
B2024073117000336609,208.33,208.33
2005880000052431722377654060106549,166.67,166.67
2005880000052431722392391199915560,66.67,66.67
2005880000052431722392414525453577,66.67,66.67
2005880000052431722358938021110265,75,75
2005880000052431722358869182581516,75,75
2005880000052431722398688398465924,58.33,58.33
B240731120616696871,116.66,116.66
2005880000052431722427416865199225,50,50
2005880000052431722441317491209234,41.67,41.67
2005880000052431722441293375406497,41.67,41.67
2005880000052431722433052337915673,83.33,83.33
2005880000052431722389015521004281,200,200
2005880000052431722408365656725431,75,75
2005880000052431722383383442541492,833.33,833.33
2005880000052431722441294270327464,75,75
2005880000052431722441318398299308,75,75
2005880000052431722430696947609036,77.78,77.78
2005880000052431722357383631375934,83.33,83.33
2005880000052431722394121684759273,50,50
2005880000052431722358940467829640,75,75
2005880000052431722358871734617867,75,75
2005880000052431722358873004124130,58.33,58.33
2005880000052431722358941540388776,58.33,58.33
2005880000052431722358942183859137,58.33,58.33
2005880000052431722358873572254499,58.33,58.33
2005880000052431722359166367337196,83.33,83.33
2005880000052431722419896904414906,100,100
2005880000052431722420975389642457,333.33,333.33
2005880000052431722376226969294376,83.33,83.33
2005880000052431722413254921758427,116.67,116.67
2005880000052431722413145424397639,116.67,116.67
2005880000052431722376227881648350,83.33,83.33
2005880000052431722430854683115136,83.33,83.33
2005880000052431722415630258156236,66.67,66.67
2005880000052431722396561358212734,116.67,116.67
2005880000052431722430027981212301,416.67,416.67
2005880000052431722423024886928509,491.67,491.67
2005880000052431722376228707932117,41.67,41.67
2005880000052431722407249116346585,225,225
2005880000052431722417437947702417,208.33,208.33
2005880000052431722415926977152705,41.67,41.67
2005880000052431722415818728261674,41.67,41.67
2005880000052431722394403851294937,75,75
2005880000052431722412780677819059,125,125
2005880000052431722381422247758711,75,75
B2024073110000015730,38.17,38.17
2005880000052431722402392206130614,133.33,133.33
2005880000052431722402411212860469,133.33,133.33
2005880000052431722377654953099896,200,200
2005880000052431722402046713757152,500,500
2005880000052431722397003650514842,200,200
2005880000052431722392599847632979,155.56,155.56
2005880000052431722417436051668598,233.33,233.33
2005880000052431722430078334602402,83.33,83.33
2005880000052431722399924849491948,91.67,91.67
2005880000052431722404528183380059,66.67,66.67
2005880000052431722433053579467048,166.67,166.67
2005880000052431722422358235959639,83.33,83.33
2005880000052431722394358770457629,100,100
2005880000052431722430078882967147,41.67,41.67
2005880000052431722408744201044768,50,50
2005880000052431722382077751605060,775,775
2005880000052431722425052974003968,141.67,141.67
2005880000052431722357995526173863,833.33,833.33
2005880000052431722377656848319462,250,250
2005880000052431722376229212095282,41.67,41.67
2005880000052431722433055038815268,183.33,183.33
B2024073110000015956,83.33,83.33
B240731171224716440,400.02,400.02
2005880000052431722436035555290494,125,125
2005880000052431722358874761433529,150,150
2005880000052431722358943427954008,150,150
2005880000052431722416850095528252,758.33,758.33
B240731110537693100,1650,1650
2005880000052431722387075924376348,300,300
2005880000052431722373473780092044,83.33,83.33
2005880000052431722420102442493522,50,50
2005880000052431722396399743571983,41.67,41.67
2005880000052431722396400253652881,83.33,83.33
2005880000052431722359166893169018,50,50
2005880000052431722382991637566144,933.33,933.33
2005880000052431722401173263085924,166.67,166.67
2005880000052431722401183092446640,166.67,166.67
2005880000052431722401192841765971,166.67,166.67
2005880000052431722401162974262130,166.67,166.67
2005880000052431722401132839766482,166.67,166.67
2005880000052431722401115444058438,166.67,166.67
2005880000052431722433054235382395,216.67,216.67
2005880000052431722424453000789914,66.67,66.67
B2024073110000020194,41.67,41.67
2005880000052431722377655652333566,108.33,108.33
2005880000052431722396018207273944,125,125
2005880000052431722427367934551028,241.67,241.67
2005880000052431722394920910623984,1250,1250
B2024073117000338205,241.67,241.67
2005880000052431722420160221384525,208.33,208.33
2005880000052431722408749730849699,183.33,183.33
2005880000052431722422359532661428,95.83,95.83
2005880000052431722358872365666425,66.67,66.67
2005880000052431722358941020343292,66.67,66.67
2005880000052431722425756325485696,177.78,177.78
2005880000052431722388129435390654,58.33,58.33
2005880000052431722376226564857151,83.33,83.33
2005880000052431722373471763700854,400,400
2005880000052431722408366881901481,200,200
2005880000052431722394621008690177,250,250
2005880000052431722376228294028966,83.33,83.33
2005880000052431722435787857135882,283.33,283.33
2005880000052431722430501638247128,100,100
2005880000052431722416716935255278,175,175
2005880000052431722416729364826053,175,175
2005880000052431722416656109849295,175,175
2005880000052431722416688013750107,175,175
2005880000052431722416703790265550,175,175
2005880000052431722389065541761202,100,100
2005880000052431722406389659740354,183.33,183.33
2005880000052431722427419318719500,366.67,366.67
2005880000052431722394122292751051,58.33,58.33
2005880000052431722396453958892631,233.33,233.33
2005880000052431722380641344274782,75,75
2005880000052431722423143138906722,177.78,177.78
B2024073110000015701,83.33,83.33
2005880000052431722436034874218351,41.67,41.67
B240731153645711525,499.98,499.98
2005880000052431722390042705176703,41.67,41.67
B240731221125734621,349.98,349.98
2005880000052431722422360102777891,108.33,108.33
2005880000052431722419034743835920,66.67,66.67
2005880000052431722402048011914237,316.67,316.67
2005880000052431722400049804149070,158.33,158.33
2005880000052431722376229694541014,83.33,83.33
2005880000052431722402413100599988,66.67,66.67
2005880000052431722402394306477885,66.67,66.67
2005880000052431722427761397297955,66.67,66.67
2005880000052431722390043348261620,41.67,41.67
2005880000052431722419037056722084,41.67,41.67
2005880000052431722430856674911606,100,100
2005880000052431722402413691715068,83.33,83.33
2005880000052431722402394904801806,83.33,83.33
B2024073117000340330,50,50
2005880000052431722358944004420605,166.67,166.67
2005880000052431722358875448119121,166.67,166.67
2005880000052431722436036163476496,41.67,41.67
2005880000052431722401667557201131,241.67,241.67
2005880000052431722373472915261313,500,500
2005880000052431722409341651098837,2166.67,2166.67
2005880000052431722408367457446009,208.33,208.33
2005880000052431722415630763013986,41.67,41.67
2005880000052431722402414239525762,125,125
2005880000052431722402395576070588,125,125
2005880000052431722373475343351268,83.33,83.33
2005880000052431722393746528682506,266.67,266.67
2005880000052431722440868835573630,108.33,108.33
2005880000052431722417084864833564,100,100
2005880000052431722396440366720596,33.17,33.17
2005880000052431722396440937935608,166.67,166.67
2005880000052431722365871413876158,28.17,28.17
2005880000052431722441273566231651,222.22,222.22
2005880000052431722441125889634986,222.22,222.22
2005880000052431722436945322720103,200,200
2005880000052431722394621648289951,175,175
2005880000052431722430697833264279,83.33,83.33
2005880000052431722408721085027251,208.33,208.33
2005880000052431722417215467358688,83.33,83.33
2005880000052431722357384999514952,125,125
2005880000052431722407014132781948,125,125
2005880000052431722436038068544541,83.33,83.33
2005880000052431722408750754104633,191.67,191.67
2005880000052431722406261778668801,100,100
2005880000052431722399926885666026,91.67,91.67
2005880000052431722423143824478613,200,200
2005880000052431722391256035206735,250,250
2005880000052431722411682045002475,100,100
2005880000052431722399959049569481,183.33,183.33
2005880000052431722365873355596783,266.67,266.67
2005880000052431722358945733607791,66.67,66.67
2005880000052431722358877078219694,66.67,66.67
2005880000052431722396562521121855,133.33,133.33
B2024073110000017080,41.67,41.67
2005880000052431722382078462813897,616.67,616.67
2005880000052431722415774540259808,133.33,133.33
B2024073110000020209,250,250
2005880000052431722359167340643491,50,50
2005880000052431722415776079747815,88.67,88.67
2005880000052431722433399712766091,175,175
2005880000052431722427862923172744,241.67,241.67
2005880000052431722427875266529149,241.67,241.67
2005880000052431722427849009601952,241.67,241.67
2005880000052431722389066650346803,100,100
2005880000052431722390114813691948,833.33,833.33
2005880000052431722400157187654129,166.67,166.67
B2024073110000020210,83.33,83.33
2005880000052431722377658138723091,191.67,191.67
2005880000052431722391257193865750,183.33,183.33
2005880000052431722391272043282104,183.33,183.33
2005880000052431722439563846276627,850,850
2005880000052431722399927470545366,91.67,91.67
B2024073110000020208,833.33,833.33
2005880000052431722376230625341043,91.67,91.67
2005880000052431722393745816944594,266.67,266.67
2005880000052431722392405389594902,58.33,58.33
2005880000052431722409817189903489,455.56,455.56
2005880000052431722411680270783409,550,550
2005880000052431722436037429295587,108.33,108.33
2005880000052431722430080494241789,41.67,41.67
2005880000052431722402048810865641,333.33,333.33
2005880000052431722421415081231746,133.33,133.33
2005880000052431722407013515962919,125,125
B240731171215716430,291.69,291.69
2005880000052431722430080987947569,241.67,241.67
2005880000052431722435788390265321,91.67,91.67
2005880000052431722412781299707704,155.56,155.56
2005880000052431722408530812065805,400,400
B2024073110000016805,100,100
B240731110147692917,875,875
2005880000052431722396806432537335,108.33,108.33
2005880000052431722413802984508534,608.33,608.33
2005880000052431722411680901774837,183.33,183.33
2005880000052431722396401220739553,83.33,83.33
2005880000052431722392379447890241,833.33,833.33
2005880000052431722420976165199184,500,500
2005880000052431722416656723603112,83.33,83.33
2005880000052431722416704398691491,83.33,83.33
2005880000052431722416688627832320,83.33,83.33
2005880000052431722416741500365541,83.33,83.33
2005880000052431722416717526973838,83.33,83.33
2005880000052431722416729968102731,83.33,83.33
2005880000052431722427877229125690,233.33,233.33
2005880000052431722357386451538294,41.67,41.67
2005880000052431722430082571975064,116.67,116.67
2005880000052431722384032150640302,250,250
B2024073110000017608,116.67,116.67
2005880000052431722441126560275356,250,250
2005880000052431722386718103064380,333.33,333.33
2005880000052431722430698674722816,100,100
2005880000052431722358878893710721,108.33,108.33
2005880000052431722358947512528869,108.33,108.33
2005880000052431722408779671187504,100,100
2005880000052431722418221287063643,250,250
2005880000052431722419898328600695,250,250
2005880000052431722430317750561230,108.33,108.33
2005880000052431722425759407727021,383.33,383.33
2005880000052431722358948755862413,50,50
2005880000052431722358879990624350,50,50
2005880000052431722376231934165748,83.33,83.33
2005880000052431722358949884223108,83.33,83.33
2005880000052431722358881141928050,83.33,83.33
2005880000052431722420977675746111,183.33,183.33
B240731153619711505,733.36,733.36
2005880000052431722373479099868209,166.67,166.67
2005880000052431722397363286383867,555.56,555.56
2005880000052431722390044708638254,108.33,108.33
2005880000052431722396455266301903,300,300
2005880000052431722397847782044028,350,350
2005880000052431722397006260643809,191.67,191.67
2005880000052431722433352332000743,216.67,216.67
2005880000052431722359167868991530,58.33,58.33
2005880000052431722427421621946043,308.33,308.33
2005880000052431722380675782479166,166.67,166.67
2005880000052431722377659422016492,208.33,208.33
2005880000052431722430857922541976,116.67,116.67
2005880000052431722393747844178776,583.33,583.33
2005880000052431722406202159612994,41.67,41.67
2005880000052431722417442763497915,183.33,183.33
2005880000052431722416753362500337,100,100
2005880000052431722416705639231495,100,100
2005880000052431722416763853963710,100,100
2005880000052431722416658192103094,100,100
2005880000052431722416731081291643,100,100
2005880000052431722416742661688826,100,100
2005880000052431722416718667678957,100,100
2005880000052431722416689885189926,100,100
2005880000052431722433400385541885,66.67,66.67
2005880000052431722407016650540220,333.33,333.33
2005880000052431722419941141168279,83.33,83.33
2005880000052431722380676925625729,500,500
2005880000052431722396404700000004,50,50
2005880000052431722397833543391585,283.33,283.33
2005880000052431722384030419718301,83.33,83.33
2005880000052431722425758706525852,355.56,355.56
2005880000052431722415775372554525,38.89,38.89
2005880000052431722389017778031356,208.33,208.33
2005880000052431722399959781995822,183.33,183.33
2005880000052431722408368046862846,241.67,241.67
2005880000052431722392603463017713,150,150
2005880000052431722392604063020484,150,150
2005880000052431722410334134291921,233.33,233.33
2005880000052431722397005780953468,183.33,183.33
2005880000052431722440853821785465,200,200
2005880000052431722395186685264766,166.67,166.67
2005880000052431722387668502010494,833.33,833.33
2005880000052431722403698120563510,177.78,177.78
B240731211544732390,266.66,266.66
2005880000052431722427421059617888,58.33,58.33
2005880000052431722430082004137298,41.67,41.67
2005880000052431722391271525794436,200,200
2005880000052431722391256663707634,200,200
2005880000052431722423144558778731,116.67,116.67
2005880000052431722380604429609339,141.67,141.67
B2024073110000020211,83.33,83.33
2005880000052431722399807875016702,333.33,333.33
2005880000052431722417216093654753,166.67,166.67
2005880000052431722406390373871618,41.67,41.67
2005880000052431722433056352624756,191.67,191.67
2005880000052431722415777613085060,111.11,111.11
B2024073110000020182,200,200
2005880000052431722419868751428774,666.67,666.67
2005880000052431722400050980589922,83.33,83.33
2005880000052431722358946291845660,100,100
2005880000052431722358877652045354,100,100
2005880000052431722392605784423671,122.22,122.22
2005880000052431722408751271056345,50,50
2005880000052431722402948834099242,250,250
2005880000052431722409819136706957,255.56,255.56
2005880000052431722425055424124736,150,150
2005880000052431722408780221378732,83.33,83.33
2005880000052431722392606360600513,166.67,166.67
2005880000052431722433056977108294,200,200
2005880000052431722392406271170168,166.67,166.67
2005880000052431722382078971174209,408.33,408.33
2005880000052431722359168409383562,41.67,41.67
2005880000052431722376313597353304,250,250
2005880000052431722427422169357875,308.33,308.33
2005880000052431722359836261691213,83.33,83.33
2005880000052431722402398106897287,75,75
2005880000052431722402416598911750,75,75
B2024073110000020202,100,100
2005880000052431722356533589523850,158.33,158.33
2005880000052431722408748107451093,41.67,41.67
2005880000052431722438433278479795,433.33,433.33
2005880000052431722402790752293626,250,250
2005880000052431722408368583113721,333.33,333.33
2005880000052431722402049712489890,833.33,833.33
2005880000052431722430362741711779,416.67,416.67
2005880000052431722415835891931158,100,100
2005880000052431722425056008706401,175,175
2005880000052431722359836939239197,141.67,141.67
2005880000052431722406929590666504,500,500
2005880000052431722397363893544676,166.67,166.67
2005880000052431722402312369293963,291.67,291.67
2005880000052431722427982878464507,250,250
2005880000052431722381424156486309,66.67,66.67
2005880000052431722437528373928149,41.67,41.67
2005880000052431722437527605249014,33.17,33.17
2005880000052431722435485912634524,1366.67,1366.67
2005880000052431722399961507067860,200,200
2005880000052431722390883458655178,258.33,258.33
2005880000052431722430700128831052,33.17,33.17
2005880000052431722438109822180650,666.67,666.67
2005880000052431722438547951218570,500,500
2005880000052431722440854430193659,183.33,183.33
B2024073117000332056,50,50
B2024073117000332056,50,50
2005880000052431722356269530171962,183.33,183.33
2005880000052431722440870136958935,125,125
2005880000052431722380675241093621,166.67,166.67
2005880000052431722430503346900752,100,100
2005880000052431722389067190437355,108.33,108.33
2005880000052431722372864841668389,1100,1100
2005880000052431722415181368581963,341.67,341.67
2005880000052431722417442240250072,233.33,233.33
2005880000052431722380604994842238,83.33,83.33
2005880000052431722417086114669920,125,125
2005880000052431722430951093713821,150,150
2005880000052431722392228516968350,150,150
B2024073117000332469,83.33,83.33
B2024073117000332469,25.36,25.36
2005880000052431722357387988547646,108.33,108.33
2005880000052431722408559968308926,83.33,83.33
2005880000052431722395224725200217,258.33,258.33
2005880000052431722427055884763465,66.67,66.67
2005880000052431722392607900858815,150,150
2005880000052431722396405193132978,66.67,66.67
2005880000052431722393127661079747,116.67,116.67
2005880000052431722376313121168457,83.33,83.33
2005880000052431722390751426831025,633.33,633.33
B2024073110000018937,91.67,91.67
2005880000052431722383384169863476,666.67,666.67
2005880000052431722392608443803598,166.67,166.67
2005880000052431722416731626705256,108.33,108.33
2005880000052431722391272486293472,350,350
2005880000052431722391257781182857,350,350
2005880000052431722391284235322392,350,350
2005880000052431722391297173359027,350,350
2005880000052431722406896362020781,1000,1000
2005880000052431722421334258484770,166.67,166.67
2005880000052431722393748489457202,350,350
B2024073117000342471,366,366
2005880000052431722394923575218320,141.67,141.67
2005880000052431722428983781701608,66.33,66.33
2005880000052431722392380116146008,666.67,666.67
2005880000052431722393750178014670,166.67,166.67
2005880000052431722417216777139838,125,125
2005880000052431722430951732869587,133.33,133.33
2005880000052431722406897060395849,166.67,166.67
2005880000052431722427762935940691,100,100
2005880000052431722409343096748208,4000,4000
2005880000052431722368826921424241,100,100
2005880000052431722392441563441809,758.33,758.33
2005880000052431722437530451507096,83.33,83.33
2005880000052431722358951110307497,291.67,291.67
2005880000052431722358882337162257,291.67,291.67
2005880000052431722382079504635233,225,225
2005880000052431722402951044296689,191.67,191.67
2005880000052431722420190040480827,83.33,83.33
2005880000052431722392406761652520,166.67,166.67
2005880000052431722373481121200751,166.67,166.67
2005880000052431722437531120951035,41.67,41.67
2005880000052431722416753981427802,108.33,108.33
2005880000052431722416743240186163,108.33,108.33
2005880000052431722416658807161516,108.33,108.33
2005880000052431722416764544773326,108.33,108.33
2005880000052431722416719264420141,108.33,108.33
2005880000052431722416690539895658,108.33,108.33
2005880000052431722416706214162645,108.33,108.33
2005880000052431722400052090432465,100,100
2005880000052431722439565469525418,666.67,666.67
2005880000052431722378894410708278,391.67,391.67
2005880000052431722403699731734848,100,100
2005880000052431722404078092160945,100,100
2005880000052431722415837469150634,266,266
2005880000052431722390752469960261,966.67,966.67
2005880000052431722427969762170874,333.33,333.33
2005880000052431722397848447018053,416.67,416.67
2005880000052431722357389301645594,41.67,41.67
2005880000052431722402949665014163,175,175
2005880000052431722421274246337474,250,250
2005880000052431722408782291545156,83.33,83.33
2005880000052431722408782760731834,50,50
2005880000052431722421416601187855,133.33,133.33
2005880000052431722427422725297700,58.33,58.33
2005880000052431722397712409399785,41.67,41.67
2005880000052431722400158276458521,166.67,166.67
2005880000052431722430858600807521,283.33,283.33
2005880000052431722440855039049517,225,225
2005880000052431722397713247833877,66.67,66.67
2005880000052431722430700796835485,55.56,55.56
2005880000052431722392168431299019,166.67,166.67
2005880000052431722380677525631620,100,100
2005880000052431722408752121699903,41.67,41.67
2005880000052431722372865852027324,466.67,466.67
2005880000052431722415838998411062,44.44,44.44
2005880000052431722408784230860260,41.67,41.67
2005880000052431722419434694357450,133.33,133.33
2005880000052431722427423842261498,833.33,833.33
2005880000052431722416732154628059,108.33,108.33
2005880000052431722416706796169226,108.33,108.33
2005880000052431722416659381339569,108.33,108.33
2005880000052431722416719895152264,108.33,108.33
2005880000052431722416754603459773,108.33,108.33
2005880000052431722416774481918481,108.33,108.33
2005880000052431722416765095233334,108.33,108.33
2005880000052431722416691076500626,108.33,108.33
2005880000052431722416743782218688,108.33,108.33
2005880000052431722386703535421841,83.33,83.33
2005880000052431722417443861954459,141.67,141.67
2005880000052431722417444454645169,75,75
2005880000052431722433057622095019,216.67,216.67
2005880000052431722402313695627369,466.67,466.67
2005880000052431722427425249521956,355.56,355.56
2005880000052431722406898186121839,133,133
2005880000052431722406898734562690,1266.67,1266.67
2005880000052431722356271667166565,91.67,91.67
2005880000052431722430504299120022,108.33,108.33
2005880000052431722413256521129081,133.33,133.33
2005880000052431722413146862075281,133.33,133.33
2005880000052431722400053200634410,166.67,166.67
2005880000052431722422495417622116,216.67,216.67
2005880000052431722380605570487247,108.33,108.33
2005880000052431722396405713406580,225,225
2005880000052431722432982206927781,166.67,166.67
2005880000052431722429102478989950,266.67,266.67
2005880000052431722389024755920541,333.33,333.33
2005880000052431722428984227687498,233.33,233.33
200588000005243022024073113000014877,150,150
2005880000052431722386719322291212,166.67,166.67
2005880000052431722411685605141642,166.67,166.67
2005880000052431722402313057608581,333.33,333.33
2005880000052431722420979042488389,383.33,383.33
2005880000052431722421602907204648,83.33,83.33
2005880000052431722441128657623482,75,75
2005880000052431722410336206316347,166.67,166.67
2005880000052431722408751577547626,41.67,41.67
2005880000052431722356271032413784,41.67,41.67
2005880000052431722359837551375535,250,250
2005880000052431722406947093837662,55.56,55.56
2005880000052431722406948025634553,55.56,55.56
2005880000052431722410336720925626,166.67,166.67
2005880000052431722427423289115879,291.67,291.67
2005880000052431722415838203218697,72.22,72.22
2005880000052431722415839782922468,233.33,233.33
2005880000052431722399831880351029,533.33,533.33
2005880000052431722396444616895884,175,175
2005880000052431722396807547349343,833.33,833.33
2005880000052431722418861271107264,166.33,166.33
2005880000052431722419899019548836,83.33,83.33
2005880000052431722396456176013449,233.33,233.33
2005880000052431722403701030561216,116.67,116.67
2005880000052431722390753194159280,633.33,633.33
B240731171133716361,458.37,458.37
2005880000052431722373483412598066,116.67,116.67
2005880000052431722392757977850590,333.33,333.33
2005880000052431722406948851558521,77.78,77.78
B240731153512711460,1375,1375
2005880000052431722376314533601628,83.33,83.33
2005880000052431722397834849916259,300,300
2005880000052431722400158822624200,166.67,166.67
2005880000052431722402952326498434,166.67,166.67
2005880000052431722396406171136477,55.56,55.56
2005880000052431722427763462731473,233.33,233.33
2005880000052431722420980722683943,400,400
2005880000052431722358952279274572,191.67,191.67
2005880000052431722358883499941660,191.67,191.67
2005880000052431722439355280252007,41.67,41.67
2005880000052431722399921219540409,666.67,666.67
2005880000052431722390046669194365,141.67,141.67
2005880000052431722408753259143663,41.63,41.63
2005880000052431722408753833627763,41.63,41.63
2005880000052431722424457554803617,125,125
2005880000052431722397659348395835,233.34,233.34
2005880000052431722415841345083317,91.63,91.63
2005880000052431722410986077445825,125,125
2005880000052431722408369721722027,1533.34,1533.34
2005880000052431722394124496814887,41.63,41.63
2005880000052431722356272914680548,183.37,183.37
2005880000052431722397719841175409,75,75
2005880000052431722440856207012456,191.63,191.63
2005880000052431722419435695179483,133.35,133.35
2005880000052431722378920809581810,108.33,108.33
2005880000052431722378960077482008,108.33,108.33
2005880000052431722378894877311001,108.33,108.33
2005880000052431722356272334927341,58.33,58.33
2005880000052431722427370585256362,333.33,333.33
2005880000052431722419435156527313,116.67,116.67
2005880000052431722438548642948139,333.33,333.33
2005880000052431722407018578503290,75,75
2005880000052431722435486760113603,50,50
2005880000052431722417087439993812,141.67,141.67
2005880000052431722357390009756752,108.33,108.33
B2024073117000342899,325,325
2005880000052431722380606190634496,100,100
B240731211614732458,750,750
2005880000052431722398693399579088,91.67,91.67
2005880000052431722397718416998189,41.67,41.67
2005880000052431722419942261337827,100,100
2005880000052431722388628153696146,133.33,133.33
2005880000052431722388596918229883,133.33,133.33
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,286.33,286.33
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722384163329894817,311.11,311.11
2005880000052431722411687520804298,100,100
2005880000052431722376314015990568,83.33,83.33
2005880000052431722392611433285380,222.22,222.22
2005880000052431722355680590047284,166.67,166.67
2005880000052431722392168904503260,99.67,99.67
2005880000052431722372867456976856,483.35,483.35
2005880000052431722381425182525031,58.37,58.37
2005880000052431722358919740974478,666.65,666.65
2005880000052431722408784696265925,55.56,55.56
2005880000052431722402316181562599,966.66,966.66
2005880000052431722402196773680133,111.12,111.12
2005880000052431722438110503413433,277.76,277.76
2005880000052431722438533293173922,1666.66,1666.66
2005880000052431722386405246951880,450,450
2005880000052431722441130633834110,58.37,58.37
2005880000052431722392338776465485,100,100
B240731210744731209,2000,2000
2005880000052431722421261218838979,41.63,41.63
B2024073110000020184,83.37,83.37
2005880000052431722430319806468329,66.67,66.67
2005880000052431722395225632403699,241.67,241.67
2005880000052431722400053736724600,183.33,183.33
2005880000052431722388928723640551,83.33,83.33
2005880000052431722430319026574119,33.17,33.17
2005880000052431722378756866929480,666.67,666.67
2005880000052431722378921333636052,666.67,666.67
2005880000052431722378895327164161,666.67,666.67
2005880000052431722378735242597371,666.67,666.67
2005880000052431722378707038965380,666.67,666.67
2005880000052431722378874406775348,666.67,666.67
2005880000052431722378960623398209,666.67,666.67
2005880000052431722378707697586264,241.67,241.67
2005880000052431722378961061149907,241.67,241.67
2005880000052431722378875024567834,241.67,241.67
2005880000052431722378757503994929,241.67,241.67
2005880000052431722378921853350696,241.67,241.67
2005880000052431722378895814391970,241.67,241.67
2005880000052431722378735921544786,241.67,241.67
2005880000052431722439355968195390,75,75
2005880000052431722407628663695853,83.33,83.33
2005880000052431722439566568608519,533.36,533.36
2005880000052431722392381141360830,333.34,333.34
2005880000052431722427818470012793,66.33,66.33
2005880000052431722427939962951220,141.63,141.63
2005880000052431722396407029278669,108.37,108.37
2005880000052431722415842853573534,88.87,88.87
2005880000052431722437532564102229,125,125
2005880000052431722430504810639096,100,100
2005880000052431722417445177582174,225,225
2005880000052431722402315050658269,1566.66,1566.66
2005880000052431722419436266393551,83.35,83.35
2005880000052431722422516585832003,133.37,133.37
2005880000052431722437533251634136,150,150
2005880000052431722358920729437432,666.66,666.66
2005880000052431722420182650306671,116.67,116.67
2005880000052431722378673985628279,266.67,266.67
